,Kingdom,Phylum,Class,Order,Family,Genus,Species
SEQ353,unknown_kingdom,unknown_phylum,Eustigmatophyceae,Goniochloridales,unknown_family,undetermined,undetermined
SEQ648,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ764,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ619,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ19,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ117,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ299,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ178,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ89,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ199,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ1102,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ1165,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ332,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ436,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ1159,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ140,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ214,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ124,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ432,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ370,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ450,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ902,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ1108,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ611,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ512,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ248,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ509,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ538,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ771,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ336,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ1138,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ790,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ1080,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ491,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ810,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ617,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ776,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ1209,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ383,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ552,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ1210,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ55,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ310,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ357,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ1020,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ623,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ757,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ750,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ674,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ1230,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ297,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ995,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ82,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ232,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ878,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ528,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ1196,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ389,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ1220,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ1120,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ422,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ1071,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ322,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ625,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ476,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ634,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ920,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ712,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ282,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ530,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ854,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ747,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ879,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ1043,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ1151,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ186,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ508,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ11,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ541,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ300,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ644,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ443,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ49,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ1121,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ1152,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ807,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ701,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ708,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ1094,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ739,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ1150,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ93,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ131,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ495,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ66,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ223,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ442,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ486,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ464,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ468,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ627,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ1095,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ402,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ775,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ893,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ257,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ411,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ828,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ284,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ401,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ580,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ570,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ933,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ806,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ481,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ830,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ174,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ1215,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ753,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ845,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ667,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ1218,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ165,unknown_kingdom,unknown_phylum,undetermined,undetermined,undetermined,undetermined,undetermined
SEQ373,unknown_kingdom,unknown_phylum,unknown_subclass,undetermined,undetermined,undetermined,undetermined
SEQ25,unknown_kingdom,unknown_phylum,unknown_subclass,undetermined,undetermined,undetermined,undetermined
SEQ158,unknown_kingdom,unknown_phylum,unknown_subclass,undetermined,undetermined,undetermined,undetermined
SEQ1001,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1003,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1004,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1006,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1008,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1011,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1015,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1017,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1018,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1019,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ102,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1026,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1033,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1046,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1047,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1052,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1055,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1057,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1058,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1059,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1066,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1069,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ107,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1078,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1079,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1085,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1092,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1097,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1099,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1105,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1109,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1110,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1117,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1128,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1135,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1139,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1141,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1143,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1145,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1146,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1154,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1161,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1166,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1168,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1171,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1176,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1177,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1182,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1188,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1189,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1197,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1199,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1200,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1217,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1219,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1223,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1231,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1234,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1236,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ1245,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ133,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ141,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ142,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ18,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ190,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ202,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ211,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ215,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ229,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ238,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ242,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ249,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ250,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ268,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ270,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ277,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ289,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ298,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ305,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ314,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ317,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ325,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ326,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ331,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ340,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ356,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ358,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ361,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ371,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ374,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ378,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ385,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ387,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ388,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ396,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ397,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ399,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ412,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ423,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ427,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ435,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ441,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ448,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ452,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ453,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ457,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ465,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ467,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ477,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ485,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ493,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ496,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ504,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ511,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ517,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ518,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ523,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ531,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ537,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ545,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ546,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ550,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ559,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ560,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ569,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ571,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ574,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ578,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ582,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ584,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ588,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ603,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ609,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ616,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ618,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ622,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ624,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ628,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ631,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ632,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ633,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ635,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ640,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ642,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ646,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ659,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ661,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ662,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ668,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ670,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ690,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ713,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ716,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ717,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ723,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ728,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ730,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ731,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ735,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ741,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ752,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ763,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
SEQ769,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
